representacion,clasificador,carga_train,carga_test,distancia_carga,fold,n_train,n_test,exactitud,f1_macro,f1_Normal,f1_IR,f1_B,f1_OR,segundos_ajuste,segundos_prediccion,en_comparacion
estadisticos,SVM-RBF,0,2,2,1,1006,295,0.7830508474576271,0.7464247402381692,0.9738219895287958,0.6870229007633588,0.7657142857142857,0.5591397849462365,0.0152761999634094,0.0241175999981351,True
estadisticos,SVM-RBF,0,2,2,2,1006,297,0.7777777777777778,0.750862684517592,0.912621359223301,0.7086614173228346,0.7547169811320755,0.6274509803921569,0.0239086000365205,0.0262984999571926,True
estadisticos,SVM-RBF,0,2,2,3,1006,295,0.8067796610169492,0.7834285119222021,0.8985507246376812,0.7317073170731707,0.8301886792452831,0.6732673267326733,0.0259522999986074,0.0242911999812349,True
estadisticos,SVM-RBF,0,2,2,4,1011,291,0.7972508591065293,0.7650695324699183,0.9738219895287958,0.704,0.7719298245614035,0.6105263157894737,0.0241156000411137,0.0225809999974444,True
estadisticos,SVM-RBF,0,3,3,0,991,311,0.8327974276527331,0.8219771659984558,0.9947089947089948,0.7804878048780488,0.75,0.7627118644067796,0.0238650999963283,0.0286060999496839,True
estadisticos,SVM-RBF,0,3,3,1,1006,299,0.8327759197324415,0.8176892584478008,0.9740932642487048,0.7758620689655172,0.7640449438202247,0.7567567567567568,0.0250928999739699,0.0252759999711997,True
estadisticos,SVM-RBF,0,3,3,2,1006,294,0.8163265306122449,0.8011621947494751,0.8985507246376812,0.7543859649122807,0.7924528301886793,0.7592592592592593,0.0246490000281482,0.0235868000308983,True
estadisticos,SVM-RBF,0,3,3,3,1006,299,0.8361204013377926,0.8203162415785741,0.9353233830845772,0.7796610169491526,0.8095238095238095,0.7567567567567568,0.0247178999707102,0.0245629000128246,True
estadisticos,SVM-RBF,0,3,3,4,1011,291,0.8144329896907216,0.7979077275259133,0.9441624365482234,0.7652173913043478,0.7393939393939394,0.7428571428571429,0.0243132000323385,0.0229503000155091,True
estadisticos,SVM-RBF,1,0,1,0,1178,264,0.6477272727272727,0.6370320178254664,0.6530612244897959,0.768,0.4646464646464646,0.6624203821656051,0.0180334000033326,0.0154060000204481,True
estadisticos,SVM-RBF,1,0,1,1,1193,249,0.5662650602409639,0.5514100342665397,0.6301369863013698,0.6346153846153846,0.3764705882352941,0.5644171779141104,0.0170751999830827,0.0143036000081337,True
